05,ANTIOQUIA,05001,MEDELLIN,05001001,PALMITAS,CP,6.343328692,-75.69003897
05,ANTIOQUIA,05001,MEDELLIN,05001004,SANTA ELENA,CP,6.20976547,-75.50184777
13,BOLIVAR,13430,MAGANGUA,13430010,GUAZO,CP,9.159653585,-74.73634392
